event_id,timestamp,equipment_id,event_type,details
1079,2023-09-14 12:35:15.788059,MCH005,START,Restart after Unplanned - Breakdown
1082,2023-09-18 15:00:36.790805,MCH005,STOP,Stop: Setup Adjustment
1083,2023-09-18 15:27:45.831483,MCH005,START,Restart after Changeover
1119,2023-09-23 23:12:47.606866,MCH005,ALARM,Pre-stop alarm: Other Breakdown
1120,2023-09-23 23:12:47.606866,MCH005,STOP,Stop: Other Breakdown
1121,2023-09-24 01:12:12.646127,MCH005,START,Restart after Unplanned - Breakdown
1164,2023-10-03 14:41:03.385126,MCH005,ALARM,Pre-stop alarm: Electrical Fault
1165,2023-10-03 14:41:03.385126,MCH005,STOP,Stop: Electrical Fault
1168,2023-10-03 16:32:44.680888,MCH005,START,Restart after Unplanned - Breakdown
1172,2023-10-05 16:02:17.379818,MCH005,STOP,Stop: Material Shortage
1173,2023-10-05 16:08:53.253402,MCH005,START,Restart after Unplanned - Process
1182,2023-10-07 23:06:54.327042,MCH005,STOP,Stop: Quality Issue
1183,2023-10-08 01:06:33.907875,MCH005,START,Restart after Unplanned - Process
1188,2023-10-08 14:10:41.361660,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
1189,2023-10-08 14:10:41.361660,MCH005,STOP,Stop: Mechanical Failure
1190,2023-10-08 14:41:21.476380,MCH005,START,Restart after Unplanned - Breakdown
1191,2023-10-08 18:48:42.365757,MCH005,STOP,Stop: Tooling Issue
1192,2023-10-08 19:17:46.629260,MCH005,START,Restart after Unplanned - Process
1206,2023-10-12 14:25:19.672908,MCH005,STOP,Stop: Quality Issue
1207,2023-10-12 14:41:07.974195,MCH005,START,Restart after Unplanned - Process
1223,2023-10-17 00:18:48.004956,MCH005,STOP,Stop: Material Shortage
1224,2023-10-17 01:25:49.866702,MCH005,START,Restart after Unplanned - Process
1307,2023-11-04 02:22:56.933949,MCH005,STOP,Stop: Setup Adjustment
1308,2023-11-04 02:51:47.626242,MCH005,START,Restart after Changeover
1315,2023-11-05 19:05:50.525895,MCH005,STOP,Stop: Operator Error
1316,2023-11-05 20:50:44.873530,MCH005,START,Restart after Unplanned - Process
1354,2023-11-18 08:10:31.526314,MCH005,ALARM,Pre-stop alarm: Hydraulic Leak
1355,2023-11-18 08:10:31.526314,MCH005,STOP,Stop: Hydraulic Leak
1356,2023-11-18 10:38:37.732243,MCH005,START,Restart after Unplanned - Breakdown
1360,2023-11-19 08:26:53.208429,MCH005,ALARM,Pre-stop alarm: Sensor Error
1361,2023-11-19 08:26:53.208429,MCH005,STOP,Stop: Sensor Error
1362,2023-11-19 12:25:59.253739,MCH005,START,Restart after Unplanned - Breakdown
1416,2023-12-02 13:44:07.575118,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
1417,2023-12-02 13:44:07.575118,MCH005,STOP,Stop: Mechanical Failure
1418,2023-12-02 15:51:38.631132,MCH005,START,Restart after Unplanned - Breakdown
1430,2023-12-05 11:04:21.661513,MCH005,STOP,Stop: Quality Issue
1431,2023-12-05 11:12:35.144366,MCH005,START,Restart after Unplanned - Process
1433,2023-12-05 21:23:58.408883,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
1434,2023-12-05 21:23:58.408883,MCH005,STOP,Stop: Mechanical Failure
1435,2023-12-05 22:55:28.160914,MCH005,START,Restart after Unplanned - Breakdown
1437,2023-12-06 02:29:00.296702,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
1438,2023-12-06 02:29:00.296702,MCH005,STOP,Stop: Mechanical Failure
1439,2023-12-06 02:55:32.762793,MCH005,START,Restart after Unplanned - Breakdown
1442,2023-12-07 00:16:39.642428,MCH005,ALARM,Pre-stop alarm: Sensor Error
1443,2023-12-07 00:16:39.642428,MCH005,STOP,Stop: Sensor Error
1444,2023-12-07 04:17:36.159523,MCH005,START,Restart after Unplanned - Breakdown
1480,2023-12-16 17:28:44.913182,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
1481,2023-12-16 17:28:44.913182,MCH005,STOP,Stop: Mechanical Failure
1482,2023-12-16 19:23:27.341386,MCH005,START,Restart after Unplanned - Breakdown
1502,2023-12-20 20:32:37.837041,MCH005,STOP,Stop: Setup Adjustment
1503,2023-12-20 20:56:55.935796,MCH005,START,Restart after Changeover
1504,2023-12-21 07:33:06.559169,MCH005,STOP,Stop: Material Shortage
1505,2023-12-21 08:49:32.085887,MCH005,START,Restart after Unplanned - Process
1510,2023-12-23 21:46:07.737069,MCH005,ALARM,Pre-stop alarm: Other Breakdown
1511,2023-12-23 21:46:07.737069,MCH005,STOP,Stop: Other Breakdown
1512,2023-12-23 21:54:46.247050,MCH005,START,Restart after Unplanned - Breakdown
2,2023-01-01 07:23:00.000000,MCH006,START,Initial startup
13,2023-01-01 23:34:23.087438,MCH006,STOP,Stop: Product Changeover
15,2023-01-02 00:02:16.938038,MCH006,START,Restart after Changeover
60,2023-01-09 03:15:22.286447,MCH006,STOP,Stop: Operator Error
61,2023-01-09 04:27:40.078649,MCH006,START,Restart after Unplanned - Process
64,2023-01-09 23:53:34.787563,MCH006,STOP,Stop: Product Changeover
65,2023-01-10 00:17:50.154228,MCH006,START,Restart after Changeover
107,2023-01-25 23:18:27.653200,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
108,2023-01-25 23:18:27.653200,MCH006,STOP,Stop: Mechanical Failure
109,2023-01-26 00:59:18.628072,MCH006,START,Restart after Unplanned - Breakdown
120,2023-01-27 19:46:36.430089,MCH006,ALARM,Pre-stop alarm: Electrical Fault
121,2023-01-27 19:46:36.430089,MCH006,STOP,Stop: Electrical Fault
122,2023-01-27 22:10:55.954432,MCH006,START,Restart after Unplanned - Breakdown
135,2023-02-03 02:11:28.859912,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
136,2023-02-03 02:11:28.859912,MCH006,STOP,Stop: Mechanical Failure
137,2023-02-03 08:21:09.689236,MCH006,START,Restart after Unplanned - Breakdown
200,2023-02-15 15:35:42.258519,MCH006,ALARM,Pre-stop alarm: Other Breakdown
201,2023-02-15 15:35:42.258519,MCH006,STOP,Stop: Other Breakdown
202,2023-02-15 16:27:52.617079,MCH006,START,Restart after Unplanned - Breakdown
203,2023-02-16 15:18:50.627585,MCH006,ALARM,Pre-stop alarm: Sensor Error
204,2023-02-16 15:18:50.627585,MCH006,STOP,Stop: Sensor Error
205,2023-02-16 15:48:34.883454,MCH006,START,Restart after Unplanned - Breakdown
210,2023-02-18 15:46:16.785809,MCH006,STOP,Stop: Routine Check
213,2023-02-18 23:46:32.730670,MCH006,START,Restart after Planned Maintenance
215,2023-02-19 05:13:58.697529,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
216,2023-02-19 05:13:58.697529,MCH006,STOP,Stop: Hydraulic Leak
217,2023-02-19 15:18:20.415453,MCH006,START,Restart after Unplanned - Breakdown
218,2023-02-19 21:36:03.676026,MCH006,STOP,Stop: Tooling Issue
219,2023-02-19 22:02:22.913713,MCH006,START,Restart after Unplanned - Process
220,2023-02-20 01:43:13.431906,MCH006,STOP,Stop: Software Update
223,2023-02-20 11:07:06.398746,MCH006,START,Restart after Planned Maintenance
224,2023-02-20 17:07:19.099440,MCH006,STOP,Stop: Product Changeover
225,2023-02-20 17:34:20.915680,MCH006,START,Restart after Changeover
242,2023-02-27 00:12:26.823824,MCH006,STOP,Stop: Setup Adjustment
243,2023-02-27 00:47:46.137667,MCH006,START,Restart after Changeover
244,2023-02-28 13:41:11.995779,MCH006,ALARM,Pre-stop alarm: Other Breakdown
245,2023-02-28 13:41:11.995779,MCH006,STOP,Stop: Other Breakdown
246,2023-02-28 14:41:40.533331,MCH006,START,Restart after Unplanned - Breakdown
253,2023-03-03 04:58:39.139381,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
254,2023-03-03 04:58:39.139381,MCH006,STOP,Stop: Mechanical Failure
255,2023-03-03 11:13:10.226732,MCH006,START,Restart after Unplanned - Breakdown
261,2023-03-04 10:27:18.433666,MCH006,STOP,Stop: Material Shortage
262,2023-03-04 10:31:24.442619,MCH006,START,Restart after Unplanned - Process
316,2023-03-17 08:21:55.002068,MCH006,ALARM,Pre-stop alarm: Other Breakdown
317,2023-03-17 08:21:55.002068,MCH006,STOP,Stop: Other Breakdown
318,2023-03-17 10:41:19.025418,MCH006,START,Restart after Unplanned - Breakdown
319,2023-03-18 11:05:14.398589,MCH006,ALARM,Pre-stop alarm: Other Breakdown
320,2023-03-18 11:05:14.398589,MCH006,STOP,Stop: Other Breakdown
321,2023-03-18 12:54:18.317654,MCH006,START,Restart after Unplanned - Breakdown
326,2023-03-19 02:48:47.877724,MCH006,STOP,Stop: Quality Issue
327,2023-03-19 04:36:59.087218,MCH006,START,Restart after Unplanned - Process
345,2023-03-21 09:28:41.438832,MCH006,STOP,Stop: Product Changeover
347,2023-03-21 09:57:51.287113,MCH006,START,Restart after Changeover
354,2023-03-22 20:49:15.841296,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
355,2023-03-22 20:49:15.841296,MCH006,STOP,Stop: Mechanical Failure
356,2023-03-23 01:30:14.679984,MCH006,START,Restart after Unplanned - Breakdown
418,2023-04-13 20:28:16.838905,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
419,2023-04-13 20:28:16.838905,MCH006,STOP,Stop: Mechanical Failure
420,2023-04-13 21:14:28.009156,MCH006,START,Restart after Unplanned - Breakdown
461,2023-04-23 08:06:09.461366,MCH006,STOP,Stop: Operator Error
462,2023-04-23 09:13:24.833892,MCH006,START,Restart after Unplanned - Process
486,2023-04-29 22:19:37.698778,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
487,2023-04-29 22:19:37.698778,MCH006,STOP,Stop: Hydraulic Leak
488,2023-04-29 23:00:48.499392,MCH006,START,Restart after Unplanned - Breakdown
489,2023-05-01 01:59:41.959101,MCH006,ALARM,Pre-stop alarm: Other Breakdown
490,2023-05-01 01:59:41.959101,MCH006,STOP,Stop: Other Breakdown
491,2023-05-01 02:11:53.326780,MCH006,START,Restart after Unplanned - Breakdown
513,2023-05-04 14:11:04.832036,MCH006,ALARM,Pre-stop alarm: Sensor Error
514,2023-05-04 14:11:04.832036,MCH006,STOP,Stop: Sensor Error
517,2023-05-04 17:54:59.983663,MCH006,START,Restart after Unplanned - Breakdown
552,2023-05-15 22:00:35.786084,MCH006,ALARM,Pre-stop alarm: Sensor Error
553,2023-05-15 22:00:35.786084,MCH006,STOP,Stop: Sensor Error
557,2023-05-16 06:37:38.426552,MCH006,START,Restart after Unplanned - Breakdown
680,2023-06-09 07:50:09.043823,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
681,2023-06-09 07:50:09.043823,MCH006,STOP,Stop: Hydraulic Leak
683,2023-06-09 09:01:55.167253,MCH006,START,Restart after Unplanned - Breakdown
684,2023-06-11 06:34:14.018597,MCH006,ALARM,Pre-stop alarm: Sensor Error
685,2023-06-11 06:34:14.018597,MCH006,STOP,Stop: Sensor Error
687,2023-06-11 11:38:41.209446,MCH006,START,Restart after Unplanned - Breakdown
720,2023-06-20 21:16:37.963980,MCH006,STOP,Stop: Setup Adjustment
721,2023-06-20 21:43:40.770065,MCH006,START,Restart after Changeover
732,2023-06-23 17:19:30.704474,MCH006,ALARM,Pre-stop alarm: Electrical Fault
733,2023-06-23 17:19:30.704474,MCH006,STOP,Stop: Electrical Fault
737,2023-06-24 02:15:37.267211,MCH006,START,Restart after Unplanned - Breakdown
746,2023-06-26 05:32:54.039027,MCH006,STOP,Stop: Product Changeover
747,2023-06-26 05:59:09.989942,MCH006,START,Restart after Changeover
750,2023-06-29 00:49:21.766829,MCH006,ALARM,Pre-stop alarm: Sensor Error
751,2023-06-29 00:49:21.766829,MCH006,STOP,Stop: Sensor Error
752,2023-06-29 03:51:15.456308,MCH006,START,Restart after Unplanned - Breakdown
780,2023-07-05 01:43:37.833151,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
781,2023-07-05 01:43:37.833151,MCH006,STOP,Stop: Hydraulic Leak
784,2023-07-05 03:49:32.521147,MCH006,START,Restart after Unplanned - Breakdown
849,2023-07-21 14:23:29.397082,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
850,2023-07-21 14:23:29.397082,MCH006,STOP,Stop: Mechanical Failure
851,2023-07-21 16:11:13.241044,MCH006,START,Restart after Unplanned - Breakdown
868,2023-07-25 07:24:09.794272,MCH006,STOP,Stop: Routine Check
869,2023-07-25 16:17:59.462830,MCH006,START,Restart after Planned Maintenance
912,2023-08-08 14:11:04.095994,MCH006,ALARM,Pre-stop alarm: Other Breakdown
913,2023-08-08 14:11:04.095994,MCH006,STOP,Stop: Other Breakdown
915,2023-08-08 16:26:07.548224,MCH006,START,Restart after Unplanned - Breakdown
962,2023-08-18 03:26:21.266119,MCH006,STOP,Stop: Product Changeover
963,2023-08-18 03:59:36.606041,MCH006,START,Restart after Changeover
1010,2023-08-26 20:46:22.934730,MCH006,STOP,Stop: Software Update
1011,2023-08-27 03:49:33.633218,MCH006,START,Restart after Planned Maintenance
1023,2023-09-01 02:10:47.472891,MCH006,ALARM,Pre-stop alarm: Other Breakdown
1024,2023-09-01 02:10:47.472891,MCH006,STOP,Stop: Other Breakdown
1025,2023-09-01 02:55:47.773827,MCH006,START,Restart after Unplanned - Breakdown
1066,2023-09-11 15:31:12.262895,MCH006,ALARM,Pre-stop alarm: Sensor Error
1067,2023-09-11 15:31:12.262895,MCH006,STOP,Stop: Sensor Error
1068,2023-09-11 20:29:06.732065,MCH006,START,Restart after Unplanned - Breakdown
1080,2023-09-18 14:03:04.422302,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
1081,2023-09-18 14:03:04.422302,MCH006,STOP,Stop: Hydraulic Leak
1084,2023-09-18 20:13:22.143224,MCH006,START,Restart after Unplanned - Breakdown
1108,2023-09-22 02:59:29.477781,MCH006,STOP,Stop: Operator Error
1109,2023-09-22 03:20:42.555681,MCH006,START,Restart after Unplanned - Process
1110,2023-09-22 22:31:33.252816,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
1111,2023-09-22 22:31:33.252816,MCH006,STOP,Stop: Hydraulic Leak
1112,2023-09-22 23:03:36.148920,MCH006,START,Restart after Unplanned - Breakdown
1113,2023-09-23 16:11:11.460290,MCH006,ALARM,Pre-stop alarm: Other Breakdown
1114,2023-09-23 16:11:11.460290,MCH006,STOP,Stop: Other Breakdown
1117,2023-09-23 18:12:11.914588,MCH006,START,Restart after Unplanned - Breakdown
1135,2023-09-26 05:59:32.781201,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
1136,2023-09-26 05:59:32.781201,MCH006,STOP,Stop: Mechanical Failure
1141,2023-09-26 10:28:32.011781,MCH006,START,Restart after Unplanned - Breakdown
1159,2023-10-01 04:40:38.770707,MCH006,ALARM,Pre-stop alarm: Hydraulic Leak
1160,2023-10-01 04:40:38.770707,MCH006,STOP,Stop: Hydraulic Leak
1161,2023-10-01 07:47:22.497335,MCH006,START,Restart after Unplanned - Breakdown
1166,2023-10-03 15:12:58.263434,MCH006,ALARM,Pre-stop alarm: Other Breakdown
1167,2023-10-03 15:12:58.263434,MCH006,STOP,Stop: Other Breakdown
1169,2023-10-04 13:09:41.262231,MCH006,START,Restart after Unplanned - Breakdown
1177,2023-10-07 03:53:52.433514,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
1178,2023-10-07 03:53:52.433514,MCH006,STOP,Stop: Mechanical Failure
1180,2023-10-07 13:55:42.654301,MCH006,START,Restart after Unplanned - Breakdown
1181,2023-10-07 22:13:32.576305,MCH006,STOP,Stop: Quality Issue
1184,2023-10-08 01:08:14.489956,MCH006,START,Restart after Unplanned - Process
1208,2023-10-12 20:02:40.757320,MCH006,STOP,Stop: Tooling Issue
1209,2023-10-12 21:17:30.843567,MCH006,START,Restart after Unplanned - Process
1218,2023-10-16 10:07:30.019611,MCH006,ALARM,Pre-stop alarm: Sensor Error
1219,2023-10-16 10:07:30.019611,MCH006,STOP,Stop: Sensor Error
1222,2023-10-16 16:36:13.691494,MCH006,START,Restart after Unplanned - Breakdown
1265,2023-10-26 00:39:32.051044,MCH006,STOP,Stop: Product Changeover
1266,2023-10-26 01:13:47.361140,MCH006,START,Restart after Changeover
1318,2023-11-06 12:43:24.872501,MCH006,STOP,Stop: Setup Adjustment
1319,2023-11-06 13:18:45.920629,MCH006,START,Restart after Changeover
1322,2023-11-07 22:41:08.612057,MCH006,STOP,Stop: Tooling Issue
1323,2023-11-07 22:49:12.429723,MCH006,START,Restart after Unplanned - Process
1328,2023-11-08 22:33:32.371213,MCH006,STOP,Stop: Product Changeover
1329,2023-11-08 23:04:09.133588,MCH006,START,Restart after Changeover
1330,2023-11-11 01:07:05.455812,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
1331,2023-11-11 01:07:05.455812,MCH006,STOP,Stop: Mechanical Failure
1332,2023-11-11 05:29:00.007724,MCH006,START,Restart after Unplanned - Breakdown
1340,2023-11-12 04:26:30.483366,MCH006,STOP,Stop: Setup Adjustment
1341,2023-11-12 04:58:08.007259,MCH006,START,Restart after Changeover
1365,2023-11-20 23:03:21.979489,MCH006,STOP,Stop: Setup Adjustment
1366,2023-11-20 23:39:20.928666,MCH006,START,Restart after Changeover
1372,2023-11-22 09:11:40.205128,MCH006,ALARM,Pre-stop alarm: Mechanical Failure
1373,2023-11-22 09:11:40.205128,MCH006,STOP,Stop: Mechanical Failure
1377,2023-11-22 13:05:08.745896,MCH006,START,Restart after Unplanned - Breakdown
1384,2023-11-23 20:53:47.210179,MCH006,ALARM,Pre-stop alarm: Other Breakdown
1385,2023-11-23 20:53:47.210179,MCH006,STOP,Stop: Other Breakdown
1388,2023-11-24 02:07:25.571989,MCH006,START,Restart after Unplanned - Breakdown
1410,2023-11-30 09:54:05.778170,MCH006,ALARM,Pre-stop alarm: Sensor Error
1411,2023-11-30 09:54:05.778170,MCH006,STOP,Stop: Sensor Error
1412,2023-11-30 10:21:15.168247,MCH006,START,Restart after Unplanned - Breakdown
1425,2023-12-05 08:53:56.758512,MCH006,ALARM,Pre-stop alarm: Electrical Fault
1426,2023-12-05 08:53:56.758512,MCH006,STOP,Stop: Electrical Fault
1429,2023-12-05 10:53:06.094506,MCH006,START,Restart after Unplanned - Breakdown
1466,2023-12-12 19:58:05.133135,MCH006,STOP,Stop: Calibration
1467,2023-12-13 03:53:39.192733,MCH006,START,Restart after Planned Maintenance
1516,2023-12-26 20:51:22.299348,MCH006,STOP,Stop: Calibration
1519,2023-12-27 04:23:06.442641,MCH006,START,Restart after Planned Maintenance
10,2023-01-01 08:00:00.000000,MCH007,START,Initial startup
16,2023-01-02 21:32:03.535669,MCH007,STOP,Stop: Quality Issue
17,2023-01-02 22:15:58.330545,MCH007,START,Restart after Unplanned - Process
18,2023-01-03 00:34:25.803682,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
19,2023-01-03 00:34:25.803682,MCH007,STOP,Stop: Hydraulic Leak
20,2023-01-03 00:58:59.279278,MCH007,START,Restart after Unplanned - Breakdown
21,2023-01-03 23:57:29.240311,MCH007,ALARM,Pre-stop alarm: Other Breakdown
22,2023-01-03 23:57:29.240311,MCH007,STOP,Stop: Other Breakdown
25,2023-01-04 02:45:35.896383,MCH007,START,Restart after Unplanned - Breakdown
35,2023-01-05 04:51:37.694424,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
36,2023-01-05 04:51:37.694424,MCH007,STOP,Stop: Hydraulic Leak
38,2023-01-05 08:49:17.270753,MCH007,START,Restart after Unplanned - Breakdown
40,2023-01-05 16:56:34.059715,MCH007,STOP,Stop: Material Shortage
41,2023-01-05 17:44:41.115429,MCH007,START,Restart after Unplanned - Process
78,2023-01-21 21:47:25.256439,MCH007,ALARM,Pre-stop alarm: Sensor Error
79,2023-01-21 21:47:25.256439,MCH007,STOP,Stop: Sensor Error
80,2023-01-22 02:41:37.380298,MCH007,START,Restart after Unplanned - Breakdown
92,2023-01-24 01:21:40.947092,MCH007,ALARM,Pre-stop alarm: Electrical Fault
93,2023-01-24 01:21:40.947092,MCH007,STOP,Stop: Electrical Fault
97,2023-01-24 04:48:00.702402,MCH007,START,Restart after Unplanned - Breakdown
123,2023-01-28 08:22:19.245071,MCH007,ALARM,Pre-stop alarm: Sensor Error
124,2023-01-28 08:22:19.245071,MCH007,STOP,Stop: Sensor Error
125,2023-01-28 08:47:39.951035,MCH007,START,Restart after Unplanned - Breakdown
168,2023-02-09 11:26:32.147346,MCH007,ALARM,Pre-stop alarm: Sensor Error
169,2023-02-09 11:26:32.147346,MCH007,STOP,Stop: Sensor Error
170,2023-02-09 11:47:54.694950,MCH007,START,Restart after Unplanned - Breakdown
193,2023-02-15 05:28:12.991123,MCH007,ALARM,Pre-stop alarm: Sensor Error
194,2023-02-15 05:28:12.991123,MCH007,STOP,Stop: Sensor Error
199,2023-02-15 13:59:08.085186,MCH007,START,Restart after Unplanned - Breakdown
221,2023-02-20 09:39:20.922050,MCH007,STOP,Stop: Tooling Issue
222,2023-02-20 09:47:35.396371,MCH007,START,Restart after Unplanned - Process
240,2023-02-26 21:53:11.561845,MCH007,STOP,Stop: Setup Adjustment
241,2023-02-26 22:27:18.491543,MCH007,START,Restart after Changeover
301,2023-03-14 07:45:09.827248,MCH007,STOP,Stop: Product Changeover
302,2023-03-14 08:20:19.284648,MCH007,START,Restart after Changeover
343,2023-03-21 06:27:16.507868,MCH007,STOP,Stop: Quality Issue
344,2023-03-21 07:28:55.267768,MCH007,START,Restart after Unplanned - Process
348,2023-03-21 10:01:37.722628,MCH007,ALARM,Pre-stop alarm: Electrical Fault
349,2023-03-21 10:01:37.722628,MCH007,STOP,Stop: Electrical Fault
351,2023-03-21 17:15:37.183758,MCH007,START,Restart after Unplanned - Breakdown
360,2023-03-24 08:03:24.112672,MCH007,STOP,Stop: Material Shortage
361,2023-03-24 08:41:33.225465,MCH007,START,Restart after Unplanned - Process
400,2023-04-08 19:56:53.591256,MCH007,STOP,Stop: Setup Adjustment
401,2023-04-08 20:22:36.217545,MCH007,START,Restart after Changeover
414,2023-04-11 19:07:24.237326,MCH007,ALARM,Pre-stop alarm: Electrical Fault
415,2023-04-11 19:07:24.237326,MCH007,STOP,Stop: Electrical Fault
417,2023-04-12 15:24:51.316912,MCH007,START,Restart after Unplanned - Breakdown
438,2023-04-16 19:52:31.115033,MCH007,STOP,Stop: Tooling Issue
439,2023-04-16 20:37:50.691670,MCH007,START,Restart after Unplanned - Process
465,2023-04-24 02:09:35.180830,MCH007,STOP,Stop: Setup Adjustment
466,2023-04-24 02:34:54.388247,MCH007,START,Restart after Changeover
496,2023-05-02 04:37:18.509043,MCH007,ALARM,Pre-stop alarm: Sensor Error
497,2023-05-02 04:37:18.509043,MCH007,STOP,Stop: Sensor Error
499,2023-05-02 08:50:07.865807,MCH007,START,Restart after Unplanned - Breakdown
506,2023-05-03 06:34:32.274151,MCH007,STOP,Stop: Routine Check
510,2023-05-03 15:46:21.023371,MCH007,START,Restart after Planned Maintenance
527,2023-05-06 16:44:01.646721,MCH007,ALARM,Pre-stop alarm: Electrical Fault
528,2023-05-06 16:44:01.646721,MCH007,STOP,Stop: Electrical Fault
529,2023-05-07 01:26:55.577006,MCH007,START,Restart after Unplanned - Breakdown
533,2023-05-09 19:41:06.098267,MCH007,STOP,Stop: Material Shortage
534,2023-05-09 21:10:35.195180,MCH007,START,Restart after Unplanned - Process
554,2023-05-16 01:00:31.491766,MCH007,ALARM,Pre-stop alarm: Electrical Fault
555,2023-05-16 01:00:31.491766,MCH007,STOP,Stop: Electrical Fault
556,2023-05-16 03:34:29.912874,MCH007,START,Restart after Unplanned - Breakdown
558,2023-05-16 23:12:47.279506,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
559,2023-05-16 23:12:47.279506,MCH007,STOP,Stop: Hydraulic Leak
562,2023-05-17 03:23:11.430404,MCH007,START,Restart after Unplanned - Breakdown
577,2023-05-22 08:59:10.386767,MCH007,ALARM,Pre-stop alarm: Mechanical Failure
578,2023-05-22 08:59:10.386767,MCH007,STOP,Stop: Mechanical Failure
579,2023-05-22 12:20:53.190733,MCH007,START,Restart after Unplanned - Breakdown
605,2023-05-25 21:38:02.160109,MCH007,ALARM,Pre-stop alarm: Other Breakdown
606,2023-05-25 21:38:02.160109,MCH007,STOP,Stop: Other Breakdown
607,2023-05-25 22:08:45.375670,MCH007,START,Restart after Unplanned - Breakdown
611,2023-05-27 06:51:22.425809,MCH007,ALARM,Pre-stop alarm: Other Breakdown
612,2023-05-27 06:51:22.425809,MCH007,STOP,Stop: Other Breakdown
613,2023-05-27 11:35:03.601285,MCH007,START,Restart after Unplanned - Breakdown
646,2023-06-04 09:32:36.537968,MCH007,ALARM,Pre-stop alarm: Electrical Fault
647,2023-06-04 09:32:36.537968,MCH007,STOP,Stop: Electrical Fault
648,2023-06-04 17:59:07.977168,MCH007,START,Restart after Unplanned - Breakdown
661,2023-06-07 21:27:02.637278,MCH007,ALARM,Pre-stop alarm: Mechanical Failure
662,2023-06-07 21:27:02.637278,MCH007,STOP,Stop: Mechanical Failure
663,2023-06-07 21:30:37.075601,MCH007,START,Restart after Unplanned - Breakdown
686,2023-06-11 08:13:36.475017,MCH007,STOP,Stop: Calibration
688,2023-06-11 14:37:40.285814,MCH007,START,Restart after Planned Maintenance
811,2023-07-13 13:52:34.772776,MCH007,ALARM,Pre-stop alarm: Sensor Error
812,2023-07-13 13:52:34.772776,MCH007,STOP,Stop: Sensor Error
813,2023-07-13 15:57:09.195785,MCH007,START,Restart after Unplanned - Breakdown
817,2023-07-16 23:38:29.794799,MCH007,ALARM,Pre-stop alarm: Sensor Error
818,2023-07-16 23:38:29.794799,MCH007,STOP,Stop: Sensor Error
819,2023-07-17 01:48:50.166368,MCH007,START,Restart after Unplanned - Breakdown
830,2023-07-19 00:12:39.355900,MCH007,STOP,Stop: Operator Error
831,2023-07-19 01:10:58.107706,MCH007,START,Restart after Unplanned - Process
835,2023-07-19 16:32:01.572625,MCH007,ALARM,Pre-stop alarm: Electrical Fault
836,2023-07-19 16:32:01.572625,MCH007,STOP,Stop: Electrical Fault
837,2023-07-19 18:14:22.862775,MCH007,START,Restart after Unplanned - Breakdown
856,2023-07-22 15:16:27.435662,MCH007,ALARM,Pre-stop alarm: Electrical Fault
857,2023-07-22 15:16:27.435662,MCH007,STOP,Stop: Electrical Fault
858,2023-07-22 16:06:52.991503,MCH007,START,Restart after Unplanned - Breakdown
889,2023-08-01 23:08:06.738653,MCH007,ALARM,Pre-stop alarm: Other Breakdown
890,2023-08-01 23:08:06.738653,MCH007,STOP,Stop: Other Breakdown
891,2023-08-02 06:08:05.144090,MCH007,START,Restart after Unplanned - Breakdown
942,2023-08-13 04:01:22.175830,MCH007,STOP,Stop: Product Changeover
943,2023-08-13 04:36:55.410792,MCH007,START,Restart after Changeover
988,2023-08-21 22:16:56.494586,MCH007,STOP,Stop: Material Shortage
989,2023-08-21 22:40:50.482762,MCH007,START,Restart after Unplanned - Process
1007,2023-08-25 23:44:02.267715,MCH007,ALARM,Pre-stop alarm: Sensor Error
1008,2023-08-25 23:44:02.267715,MCH007,STOP,Stop: Sensor Error
1009,2023-08-26 01:01:25.163477,MCH007,START,Restart after Unplanned - Breakdown
1012,2023-08-27 15:24:43.750298,MCH007,STOP,Stop: Quality Issue
1013,2023-08-27 18:12:31.605397,MCH007,START,Restart after Unplanned - Process
1018,2023-08-31 03:31:52.231781,MCH007,ALARM,Pre-stop alarm: Mechanical Failure
1019,2023-08-31 03:31:52.231781,MCH007,STOP,Stop: Mechanical Failure
1020,2023-08-31 06:13:28.256318,MCH007,START,Restart after Unplanned - Breakdown
1043,2023-09-06 05:40:33.180314,MCH007,ALARM,Pre-stop alarm: Hydraulic Leak
